provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,rule_determinacy,authority_judgment_required,legal_linguistic_conflict,semantic_note,source_uri,source_paths,source_snapshot_hashes,source_snapshot_dates,source_quote,source_quote_sha256,temporal_status
EU-2020-1201:6(3):v1,EU-2020-1201,EU-2020-1201:6(3),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"Intensive surveys of the specified plants for the following two years, with the survey design and sampling scheme able to identify, with at least 80 % confidence, a 1 % level of presence of infected plants.",-,-,two years of survey records,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"3. Where a demarcated area is lifted pursuant to paragraph 2, the specified plants located in the previously established demarcated area shall be subject to intensive surveys during the following two years. For that purpose, and taking into account the Authority’s Guidelines for statistically sound and risk-based surveys of Xylella fastidiosa, the survey design and sampling scheme shall be able to identify with at least 80 % confidence a level of presence of infected plants of 1 %.",172006e4e08a3bf5d82542be67af9807b7d97ca2ef63487dd9e4eae2d3cc56de,CURRENT
EU-2020-1201:6(4):v1,EU-2020-1201,EU-2020-1201:6(4),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,notify the Commission and Member States of the justification,-,-,the notification,DETERMINISTIC_RULE,NO,EN/ES identification/detection versus IT/FR/DE establishment; compile establishment,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"4. When lifting the demarcated area after 12 months since its initial identification, the Member State concerned shall immediately notify the Commission and the other Member States of the justification for that lifting.",c2bc463fe5a6216164d33d4555f178faef36cb312a4c66592a48d63120927492,CURRENT
EU-2020-1201:7(1):v1,EU-2020-1201,EU-2020-1201:7(1),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Immediately remove the point-(a) to (e) population from the eradication infected zone only where the applicable Article 7(3) retention derogation has not been exercised. Point (e) supplies its event-time post-exception population.,"No Article 7(1) removal duty for this plant outside that operative population; applicable retained-plant treatment, testing and surveillance remain.",-,removal records per plant,DETERMINISTIC_RULE,NO,-,Population membership and operative removal are distinct. The absence of an exercised derogation does not require an affirmative refusal decision.,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,1. The Member State concerned shall immediately remove from the infected zone:,393f254a3668ba690160dce66bc084f50f272ef54a9bfdebd77dfd42736f9e83,SUPERSEDED
EU-2020-1201:7(1):v2,EU-2020-1201,EU-2020-1201:7(1),2021-10-11,,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,Member State concerned,shall,Immediately remove the point-(a) to (e) population from the eradication infected zone only where the applicable Article 7(3) retention derogation has not been exercised. Point (e) supplies its event-time post-exception population.,"No Article 7(1) removal duty for this plant outside that operative population; applicable retained-plant treatment, testing and surveillance remain.",-,removal records per plant,DETERMINISTIC_RULE,NO,-,Population membership and operative removal are distinct. The absence of an exercised derogation does not require an affirmative refusal decision.,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,The Member State concerned shall immediately remove from the infected zone:,6439714f41dceb10036d029337a173b7cd83c3f2b21b3b3704342436cf4cd70f,CURRENT
EU-2020-1201:7(1)(a):v1,EU-2020-1201,EU-2020-1201:7(1)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Member of the point-(a) baseline removal population; not an independent post-exception removal command.,-,-,confirmed test result per plant,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,plants known to be infected by the specified pest;,5a9d959bd857bcb7cd196965def0efb25c69fec207305afee781bd1ea2322e90,CURRENT
EU-2020-1201:7(1)(b):v1,EU-2020-1201,EU-2020-1201:7(1)(b),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Member of the point-(b) baseline removal population; not an independent post-exception removal command.,-,-,symptom observation record,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,plants showing symptoms indicating possible infection by that pest or suspected to be infected by that pest;,8296f7fa41cee9fabe5852aad72cbea5c99e1360674753bfb7af20a7b7d9131b,CURRENT
EU-2020-1201:7(1)(c):v1,EU-2020-1201,EU-2020-1201:7(1)(c),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Member of the point-(c) baseline removal population; not an independent post-exception removal command.,-,-,species identity of the infected plant and of each plant in the zone,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"plants which belong to the same species as that of the infected plant, regardless of their health status;",bcb4d40ff069147e5b509d399a8257171317e9ecc8b6ff7070bf5e905e36916e,CURRENT
EU-2020-1201:7(1)(d):v1,EU-2020-1201,EU-2020-1201:7(1)(d),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Member of the point-(d) baseline removal population; not an independent post-exception removal command.,-,-,the demarcated area's species-level finding history,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"plants of other species than that of the infected plant, which have been found infected in other parts of the demarcated area;",87d691698cd706b77c68d4434f1c90f2ebed497277d11121d4598e36a47cd75d,CURRENT
EU-2020-1201:7(1)(e):v1,EU-2020-1201,EU-2020-1201:7(1)(e),2020-08-20,2024-10-17,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,Member of the operative point-(e) removal population; the parent resolves the eradication removal duty.,-,-,sampling status per specified plant in the zone,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,The 2020 text carries the additional not-found-free limb; M5 removed it and restructured the exemption as the separate negative-test subparagraph (e)-sub1.,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05,"specified plants, other than the ones referred to in points (c) and (d), which have not been immediately subjected to sampling and molecular testing and have not been found free from the specified pest.",b301f2cb5fecc921daffc4cf0c8bc38aff275071b3a19aaaef927f0286a66d50,SUPERSEDED
EU-2020-1201:7(1)(e):v2,EU-2020-1201,EU-2020-1201:7(1)(e),2024-10-17,,effective amending act reflected by dated consolidation,TEXT_CHANGED,YES,Member State concerned,shall,Member of the operative point-(e) removal population; the parent resolves the eradication removal duty.,No point-(e) removal ground where the negative-test exemption or lawful immediate-sampling deferral applies; independent points (a) to (d) are unaffected.,-,sampling status per specified plant in the zone,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"specified plants, other than the ones referred to in points (c) and (d), which have not been immediately subject to sampling and molecular testing.",7863589a9e6e437af31a28c2576530616a212049a78788c9e939263c760791fa,CURRENT
EU-2020-1201:7(1)(e)-sub1:v1,EU-2020-1201,EU-2020-1201:7(1)(e)-sub1,2024-10-17,,effective amending act reflected by dated consolidation,INITIAL,INTRODUCED,Member State concerned,-,exempt from removal. Need not be removed,removal under (e) stands,-,negative test result,DETERMINISTIC_RULE,NO,-,The point-(e) class is identified before applying its exemption; do not require membership in the post-exception removal population.,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"The specified plants referred to in the first subparagraph, point (e), which have been tested negative for the presence of the specified pest do not have to be removed.",9f07aba7c928f6ddec0361b255e2af94a887492850a1ac8ce8a00f2bde4331f8,CURRENT
EU-2020-1201:7(1)(e)-sub2:v1,EU-2020-1201,EU-2020-1201:7(1)(e)-sub2,2024-10-17,,effective amending act reflected by dated consolidation,INITIAL,INTRODUCED,Member States,may,defer sampling; the plants remain subject to Art. 10 annual surveys. Need not immediately sample and test those plants,(e) applies in full,Member States,"the referenced plants/cohort, demarcated area, point-(e) results and Art. 10 surveys over the prior two years",DETERMINISTIC_RULE,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"By way of derogation from point (e), Member States may decide to not immediately sample and test those specified plants that have not been found infected by the specified pest in that demarcated area in the last 2 years, on the basis of the results of the sampling and testing carried out in line with point (e) and the surveys under Article 10. However, those plants shall be subjected to the annual surveys carried out in accordance with Article 10.",e511d5c476c1ebb56a7e6dd1eaa00d42b03466fa8d8c403f94be3c738dd63e6e,CURRENT
EU-2020-1201:7(2):v1,EU-2020-1201,EU-2020-1201:7(2),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,take all necessary precautions and organise removal by the level of risk posed,-,-,the risk basis actually used,AUTHORITY_JUDGMENT_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"2. When removing the plants referred to in paragraph 1, the Member State concerned shall take all necessary precautions into account, and shall organise the removal on the basis of the level of risk posed by those plants",d362a11129ae77cbb16b37083cdd92299ae3a7647ab6d29cbb67c657c679e4a4,CURRENT
EU-2020-1201:7(3):v1,EU-2020-1201,EU-2020-1201:7(3),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member States,may,grant a heritage derogation. Need not remove those individual plants,"removal under (b), (c) and (d) stands",Member States,the official designation and the two ongoing conditions,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,"3. By way of derogation from points (b), (c) and (d) of paragraph 1, Member States may decide that individual specified plants officially designated as plants with historic value do not need to be removed, provided that all of the following conditions have been fulfilled:",6a81c5be347bd932ca649d5ddd5b0423b1b391ab787452a93ce213fdbc24a850,SUPERSEDED
EU-2020-1201:7(3):v2,EU-2020-1201,EU-2020-1201:7(3),2021-10-11,2024-10-17,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,Member States,may,grant a heritage derogation. Need not remove those individual plants,"removal under (b), (c) and (d) stands",Member States,the official designation and the two ongoing conditions,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e,2021-10-11;2021-12-23;2023-09-28;2024-06-05,"By way of derogation from points (b), (c) and (d) of paragraph 1, Member States may decide that individual specified plants officially designated as plants with historic value do not need to be removed, provided that all of the following conditions have been fulfilled:",04b97f8aa0e75d9b0053ce7a8545a930cdba7088f6716d97d468656cd6224955,SUPERSEDED
EU-2020-1201:7(3):v3,EU-2020-1201,EU-2020-1201:7(3),2024-10-17,,effective amending act reflected by dated consolidation,TEXT_CHANGED,YES,Member States,may,The Member State may retain eligible individual specified plants under any of the three grounds when the source safeguards hold and it exercises the derogation.,"removal under (b), (c) and (d) stands",Member States,"Individual specified-plant eligibility under the applicable ground: official historic-value designation, particular social/cultural/environmental value with unacceptable felling impact, or specific national/Union protective rules; both Article 7(3)(a)/(b) safeguards and the exercised competent retention choice, which an applicable policy covering the individual may supply.",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,"M5 widens eligibility to three alternative grounds, all within individual specified plants. Earlier versions reach only officially designated historic-value specified plants.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"By way of derogation from points (b), (c) and (d) of paragraph 1, Member States may decide not to remove individual specified plants officially designated as plants with historic value or trees with a particular social, cultural or environmental value whose felling would have an unacceptable impact or are subject to specific national or Union rules for their protection, provided that all of the following conditions have been fulfilled:",585bc5e7ce5837d1d217d680028ddc7e685b7c2606c4ec9755e8ba4b6f6565f5,CURRENT
EU-2020-1201:7(3)(a):v1,EU-2020-1201,EU-2020-1201:7(3)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,-,derogation continues,derogation falls,-,"Annual inspection, sampling and Annex IV test evidence confirming that the individual plant concerned is not infected.",DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"the specified plants concerned are subject to annual inspection, sampling and testing by one of the molecular tests listed in Annex IV and it is confirmed that they are not infected by the specified pest;",0ab35d8138159437a46cd63cec93f41acba630f50617d25a3d43bf38314e36c6,CURRENT
